t,momentum,ratio,sm_momentum,sm_ratio,happens_within,occurs_within,cross_threshold_from_above,cross_threshold_from_below,trending_down_and_above,trending_up_and_below,troughs,zone,peaks
2023-12-27,0.32406170408684837,-0.016170245542145835,-0.13558160426809168,0.2430926798746712,73,102,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,0.8561076604554865,0.0,-0.12577639751552794
2023-08-22,-0.4228880272277385,0.6723153511461126,-0.5160899302249045,-0.19895511331452237,195,298,0.817287784679089,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-06-20,0.4151709369551357,0.40795288335333263,-0.07109073850644596,-0.14708566459639594,4,10,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2023-09-22,-0.16276861729316158,0.1933029635694865,-0.03261107663446008,0.3424392576281694,144,222,0.817287784679089,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-06-18,0.3592058757459314,0.2944704604862715,-0.06615157457190468,-0.13922631826282578,174,282,0.817287784679089,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-09-20,0.28783227972600894,0.5097700519391956,0.0485361838761907,0.5002216818494446,18,30,-0.18271221532091098,-0.19202898550724637,0.7432712215320911,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2023-06-08,-0.27458723958872056,0.5574605003930495,0.25473706236789223,0.32318058034025365,9,18,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-01-29,0.06032775398255758,0.7376975640664825,-0.4226071045828496,-0.627833530930525,203,266,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,1.8561076604554865,0.0,-0.12577639751552794
2025-01-13,0.014455636744910898,0.3113590293081658,-0.5207404958390937,-0.4622645076021746,29,48,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,1.7236024844720497,-0.14389233954451347,0.0,-0.12577639751552794
2024-06-27,-0.31608392553431325,-0.3101221682089077,0.22447894292569376,0.012114129532640463,11,20,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-07-12,-0.3636108971877609,0.20870648335164546,0.18828486964319743,0.4052136116822955,17,22,-0.18271221532091098,-0.19202898550724637,0.7432712215320911,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
